id,rle_mask
649c70eab7,78 24 180 23 281 23 382 23 482 24 581 26 680 28 779 30 879 31 978 33 1078 34 1179 34 1279 35 1379 36 1478 38 1578 39 1677 41 1776 43 1874 46 1972 49 2072 50 2171 52 2269 55 2365 60 2461 65 2561 66 2660 68 2760 69 2859 71 2959 72 3058 74 3157 76 3255 79 3353 82 3452 84 3551 86 3651 87 3751 88 3852 88 3952 89 4052 90 4152 91 4252 92 4352 93 4453 93 4554 93 4656 92 4758 91 4859 91 4961 90 5061 91 5161 92 5261 93 5361 94 5460 96 5560 97 5659 4543
db373ab7b6,
e487752343,
bbfc493cd1,1 404 411 95 514 93 618 90 721 88 824 86 926 85 1029 83 1133 80 1237 77 1341 74 1444 72 1548 69 1652 66 1755 64 1857 63 1959 62 2060 62 2162 61 2264 60 2366 59 2468 58 2571 56 2673 55 2776 53 2879 51 2982 49 3084 48 3186 47 3288 46 3390 45 3492 44 3594 43 3696 42 3797 42 3898 42 3999 42 4100 42 4201 42 4301 43 4402 43 4503 43 4605 42 4707 41 4811 38 4915 35 5021 30 5125 27 5231 22 5336 18 5441 14 5545 11 5650 7 5754 4
a16cf0126e,1 74 102 74 203 74 304 74 405 73 506 73 607 73 708 73 809 72 910 72 1011 71 1112 71 1213 70 1314 70 1415 69 1516 69 1617 69 1718 69 1819 68 1920 68 2021 68 2122 68 2223 68 2324 68 2425 68 2526 68 2627 68 2728 68 2829 68 2930 68 3031 68 3132 68 3233 68 3334 67 3435 67 3536 67 3637 66 3738 66 3839 66 3940 65 4041 65 4142 65 4243 64 4344 64 4445 64 4546 63 4647 63 4748 63 4849 63 4950 62 5051 62 5152 62 5253 61 5354 61 5455 61 5556 60 5657 60 5758 60 5859 59 5960 59 6061 59 6162 59 6263 59 6364 58 6465 58 6566 58 6667 58 6768 58 6869 58 6970 58 7071 58 7172 58 7273 58 7374 58 7475 58 7576 58 7677 58 7778 58 7879 58 7980 58 8081 58 8182 58 8283 57 8384 57 8485 57 8586 57 8687 57 8788 57 8889 57 8990 57 9091 57 9192 57 9293 57 9394 57 9495 57 9596 57 9697 57 9798 57 9899 57 10000 57 10101 57
8b62cdd144,
2806b89050,1 8589 8606 82 8714 74 8829 60 8935 55 9067 24 9172 20 9278 15 9382 12 9487 8 9590 6
658b78124a,
c515bc227f,
4dee25677d,1 3937 3940 99 4041 98 4142 98 4243 97 4344 97 4445 96 4546 96 4647 95 4748 95 4849 95 4950 94 5051 94 5152 95 5253 95 5354 95 5455 96 5556 97 5657 97 5758 97 5859 97 5960 97 6061 97 6162 98 6263 98 6364 98 6465 98 6566 97 6667 97 6768 97 6869 97 6970 96 7071 96 7172 95 7273 95 7374 94 7475 94 7576 93 7677 93 7778 92 7879 92 7980 91 8081 91 8182 90 8283 90 8384 89 8485 88 8586 87 8687 86 8788 86 8889 85 8990 84 9091 83 9192 82 9293 81 9394 80 9495 79 9596 78 9697 77 9798 76 9899 76 10000 75 10101 75
c2b6747f68,1 3616 3637 64 3738 47 3839 39 3941 23
4b64c96dbe,
365c346528,
b9e8bd58f7,1 2322 2324 99 2425 98 2526 97 2627 97 2728 96 2829 96 2930 96 3031 96 3132 95 3233 95 3334 95 3435 95 3536 94 3637 94 3738 95 3839 95 3940 95 4041 95 4142 96 4243 96 4344 97 4445 97 4546 98 4647 100 4748 5454
da38b07bb1,73 29 174 29 275 29 376 29 478 28 580 27 681 27 783 26 885 25 987 24 1089 23 1191 22 1293 21 1394 21 1496 20 1598 19 1699 19 1801 18 1902 18 2004 17 2105 17 2207 16 2309 15 2410 15 2512 14 2614 13 2715 13 2817 12 2918 12 3019 12 3120 12 3222 11 3323 11 3424 11 3526 10 3627 10 3728 10 3829 10 3930 10 4031 10 4132 10 4234 9 4335 9 4436 9 4538 8 4639 8 4740 8 4842 7 4943 7 5044 7 5145 7 5246 7 5348 6 5449 6 5550 6 5652 5 5753 5 5854 5 5955 5 6057 4 6158 4 6259 4 6361 3 6463 2
342e683405,1 5251 5253 99 5354 98 5455 97 5556 97 5657 96 5758 96 5859 95 5960 95 6061 94 6162 93 6263 93 6364 92 6465 91 6566 90 6667 90 6768 89 6869 88 6970 87 7071 86 7172 85 7273 84 7374 83 7475 82 7576 81 7677 80 7778 79 7879 78 7980 77 8081 76 8182 74 8283 73 8384 72 8485 71 8586 70 8687 69 8788 67 8889 66 8990 65 9091 64 9192 63 9293 62 9394 61 9495 60 9596 58 9697 57 9798 55 9899 54 10000 53 10101 52
196976ff21,
27c890d8b3,3736 2 3836 3 3936 4 4036 5 4135 7 4235 8 4335 9 4436 9 4537 9 4638 9 4739 9 4840 9 4941 9 5042 9 5142 10 5243 10 5344 10 5445 10 5546 10 5647 10 5748 10 5848 11 5948 12 6048 13 6147 15 6246 17 6345 19 6445 20 6545 21 6645 22 6746 22 6846 23 6947 23 7048 23 7149 23 7251 22 7352 22 7454 21 7556 20 7658 19 7760 18 7862 17 7964 16 8066 15 8167 15 8269 14 8372 12
14e3b9d607,
9d9f348b03,5 84 106 83 207 82 309 80 410 78 512 75 614 73 716 71 817 70 919 68 1020 67 1121 67 1223 66 1324 66 1425 66 1526 66 1628 65 1729 65 1830 66 1931 66 2032 67 2133 67 2235 67 2335 69 2436 70 2537 70 2638 71 2740 70 2841 70 2942 71 3043 71 3145 70 3246 71 3348 70 3449 70 3551 69 3652 69 3753 69 3855 68 3956 68 4057 68 4158 67 4260 66 4361 66 4462 66 4564 65 4665 65 4767 63 4868 63 4969 63 5070 62 5172 60 5273 59 5374 58 5475 57 5577 54 5678 53 5779 52 5880 50 5982 48 6083 47 6185 45 6286 44 6388 42 6489 41 6590 39 6692 37 6793 34 6894 32 6996 29 7097 27 7198 26 7299 24 7400 23 7500 23 7601 21 7701 21 7801 21 7902 20 8002 20 8103 19 8204 19 8304 19 8405 18 8505 18 8606 18 8706 18 8807 17 8907 17 9007 18 9107 18 9206 19 9307 19 9407 19 9507 20 9608 19 9708 19 9808 19 9909 19 10009 19 10109 19
2497cda279,
4f18b39baa,
fb08e351bd,
8869cb02d9,58 6 71 31 157 10 170 33 256 48 356 49 456 50 557 50 657 51 758 51 858 52 959 52 1060 52 1161 52 1262 52 1362 53 1463 53 1564 53 1665 53 1765 54 1866 54 1967 54 2068 54 2169 54 2269 55 2370 55 2470 56 2570 57 2670 58 2769 60 2865 65 2962 69 3061 71 3160 73 3259 75 3358 77 3458 78 3557 80 3656 82 3755 84 3854 86 3953 88 4051 91 4150 93 4249 95 4348 97 4447 5755
1c3df8172c,1 3433 3435 97 3536 95 3637 94 3738 91 3839 89 3940 86 4041 83 4142 80 4243 74 4344 70 4445 66 4546 64 4647 62 4748 61 4849 60 4950 59 5051 58 5152 58 5253 57 5354 56 5455 55 5556 54 5657 53 5758 52 5859 50 5960 49 6061 48 6162 46 6263 45 6364 17 6390 16 6465 9 6496 8 6566 3
11e04924b2,1 88 102 85 203 82 304 78 405 76 506 74 607 73 708 72 809 70 910 69 1011 67 1112 65 1213 61 1314 57 1415 54 1516 53 1617 51 1718 49 1819 47 1920 44 2021 42 2122 35 2223 33 2324 31 2425 29 2526 27 2627 25 2728 22 2829 20 2930 18 3031 17 3132 15 3233 14 3334 12 3435 11 3536 9 3637 7 3738 5 3839 2
89a201b5ff,7470 5 7569 7 7669 8 7768 10 7865 14 7960 20 8054 27 8153 29 8252 31 8290 10 8351 33 8387 16 8451 53 8550 54 8650 54 8749 55 8848 55 8947 56 9042 61 9139 66 9236 73 9334 79 9425 777
2f64ffd99a,1 3837 3839 98 3940 97 4041 96 4142 96 4243 96 4344 96 4445 20 4476 65 4546 19 4579 63 4647 18 4681 62 4748 17 4783 61 4849 16 4884 61 4950 15 4986 60 5051 15 5088 60 5152 14 5189 60 5253 13 5290 60 5354 12 5392 59 5455 11 5493 59 5556 10 5594 60 5657 9 5694 62 5758 8 5795 62 5859 8 5896 63 5960 7 5997 71 6098 71 6198 71 6299 71 6399 72 6500 71 6600 72 6701 71 6802 70 6902 71 7003 71 7104 71 7205 70 7306 69 7407 69 7508 68 7609 68 7709 69 7810 69 7911 69 8011 70 8111 71 8212 71 8312 72 8412 73 8513 73 8614 73 8715 73 8816 73 8917 73 9018 73 9119 73 9220 73 9320 74 9420 75 9517 79 9616 81 9716 82 9816 83 9916 84 10016 85 10116 86
c5f64bb650,
c5e3415a42,
391aa43e9d,4582 18 4677 29 4727 21 4773 76 4870 80 4965 86 5062 90 5160 93 5259 95 5359 96 5458 98 5559 98 5661 97 5763 96 5866 94 5967 94 6069 93 6170 93 6271 93 6372 93 6471 95 6571 96 6669 301 6971 100 7074 98 7177 96 7281 93 7386 89 7492 84 7599 78 7704 74 7809 70 7912 68 8017 64 8121 61 8229 54 8342 42 8449 36 8553 33 8659 28 8765 23 8870 19 8974 16 9079 12 9182 10 9285 8 9388 6 9492 3
828d543df2,
8dfcdb2b3c,1 1010 1013 99 1117 96 1220 94 1323 92 1426 90 1529 88 1633 85 1736 83 1839 81 1943 78 2045 77 2148 75 2251 73 2354 71 2456 70 2559 68 2662 66 2765 64 2867 63 2969 62 3072 60 3174 59 3277 57 3379 56 3481 55 3584 53 3686 52 3788 51 3890 50 3993 48 4095 47 4197 46 4299 45 4401 44 4503 43 4605 42 4707 41 4810 39 4912 38 5014 37 5117 35 5219 34 5321 33 5423 32 5525 31 5627 30 5729 29 5832 27 5934 26 6036 25 6139 23 6241 22 6344 20 6447 18 6549 17 6651 16 6754 14 6856 13 6958 12 7060 11 7162 10 7265 8 7370 4
0493bb7894,
6bd528bc92,909 1 1009 2 1110 2 1211 2 1312 2 1412 3 1513 3 1614 3 1715 3 1816 3 1917 3 2018 3 2118 4 2219 4 2320 4 2421 4 2522 4 2623 4 2723 5 2824 5 2925 5 3026 5 3127 5 3228 5 3329 5 3430 5 3531 5 3632 5 3733 5 3834 5 3935 5 4036 5 4137 5 4239 4 4340 4 4441 4 4543 3 4645 2 9291 2 9391 3 9490 5 9590 6 9690 7 9790 8 9891 8 9991 9 10092 9 10192 10
0c89c4c0f7,
e18072f750,
0c8d55a780,1 1212 1214 100 1318 97 1420 96 1523 94 1626 92 1728 91 1830 90 1932 89 2033 89 2135 88 2237 87 2339 86 2441 85 2544 83 2646 82 2748 81 2850 80 2952 79 3054 78 3156 77 3257 77 3359 76 3461 75 3563 74 3664 74 3766 73 3868 72 3970 71 4071 71 4173 70 4274 70 4375 70 4477 69 4578 69 4679 69 4781 68 4882 68 4983 68 5084 68 5185 68 5286 68 5386 69 5487 69 5587 70 5688 70 5789 70 5890 70 5991 70 6092 70 6193 70 6294 70 6395 70 6495 71 6596 71 6697 71 6798 71 6898 72 6999 72 7099 73 7200 73 7300 74 7401 74 7501 75 7601 76 7702 76 7802 77 7903 77 8003 78 8103 79 8203 80 8304 80 8404 81 8504 82 8605 82 8705 83 8806 83 8906 84 9007 84 9107 85 9206 87 9305 89 9402 93 9501 95 9600 97 9699 503
f7e384e255,2100 5 2199 14 2295 29 2388 37 2465 14 2481 45 2559 68 2647 4 2654 74 2746 83 2842 88 2931 1 2942 7260
1806e34f68,44 58 143 60 241 63 338 67 434 72 530 77 627 81 723 86 818 92 913 8277 9192 90 9293 87 9394 77 9495 66 9596 58 9697 52 9798 45 9899 39 10000 27 10101 21
a7ddfa3911,
ee98738f1f,55 47 155 48 256 48 356 49 457 49 557 50 658 50 759 50 859 51 960 51 1061 51 1161 52 1262 52 1362 53 1463 53 1563 54 1663 55 1763 56 1863 57 1963 58 2063 59 2163 60 2264 60 2363 62 2460 66 2560 67 2660 68 2759 70 2859 71 2958 73 3057 75 3151 82 3249 85 3341 94 3439 5650 9091 99 9192 98 9293 97 9394 97 9495 96 9596 96 9697 95 9798 94 9899 94 10000 93 10101 93
01eab004dd,
582649f4c4,2394 1 2491 23 2584 39 2682 46 2779 50 2878 52 2975 56 3042 6 3053 1 3074 83 3168 91 3263 98 3362 6840
1ee12ee903,7371 3 7468 7 7566 10 7662 15 7758 20 7851 28 7948 32 8043 38 8141 41 8230 53 8327 57 8415 70 8502 84 8597 90 8694 1508
fbdea8f46c,
cab90fda72,
715dd853a3,
acba470146,
226a07a818,7523 15 7567 2635
4d0d7b3b8c,
a920e20f1c,7071 2 7172 7 7273 9 7374 11 7475 14 7576 16 7677 18 7778 21 7809 4 7879 37 7980 39 8081 40 8182 40 8283 41 8384 42 8485 42 8586 43 8687 43 8788 44 8889 45 8990 45 9091 45 9192 46 9293 46 9394 46 9495 46 9596 46 9697 46 9798 46 9899 46 10000 46 10101 46
ade7b6c1ea,1 4947 4950 93 5051 90 5152 85 5253 82 5354 78 5455 75 5556 74 5657 72 5758 71 5859 70 5960 70 6061 69 6162 68 6263 67 6364 66 6465 65 6566 63 6671 56 6779 45 6887 35 6995 24 7103 5
93b58cb146,
d6a0d579f1,
bcabfde62b,
6424d3b6e1,97 5 199 4 301 3 402 3 504 2 1616 1 1717 1 1818 1 1918 2 2019 2 2120 2 2221 2 2321 3 2421 4 2522 4 2622 5 2723 5 2824 5 2924 6 3025 6 3126 6 3226 7 3326 8 3426 9 3526 10 3626 11 3725 13 3826 13 3926 14 4026 15 4126 16 4226 17 4326 18 4426 19 4527 19 4626 21 4726 22 4825 24 4925 25 5025 26 5124 28 5224 29 5323 31 5424 31 5524 32 5624 33 5724 34 5824 35 5924 36 6024 37 6124 38 6223 40 6323 41 6424 41 6524 42 6625 42 6726 42 6825 44 6925 45 7023 48 7123 49 7222 51 7320 54 7418 57 7517 59 7616 61 7715 63 7814 65 7914 66 8015 66 8115 67 8215 68 8315 69 8415 70 8515 71 8615 72 8715 73 8816 73 8915 75 9014 77 9113 79 9213 80 9312 82 9410 85 9509 87 9608 89 9707 91 9806 93 9905 95 10004 97 10104 98
8e149fe591,
04495e40e6,2238 7 2335 14 2392 1 2404 3 2435 20 2457 6 2474 13 2490 21 2534 32 2571 44 2632 89 2729 7473
16f514d1ee,1 10201
22c42f88ab,1 29 102 29 203 29 304 29 405 29 506 30 607 30 708 30 809 30 910 30 1011 31 1112 31 1213 31 1314 31 1415 32 1516 32 1617 33 1718 33 1819 34 1920 34 2021 35 2122 35 2223 36 2324 37 2425 38 2526 39 2627 40 2728 41 2829 42 2930 43 3031 44 3132 45 3233 46 3334 47 3435 47 3536 48 3637 49 3738 50 3839 51 3940 52 4041 54 4142 55 4243 57 4344 57 4445 58 4546 58 4647 59 4748 60 4849 60 4950 61 5051 62 5152 62 5253 63 5354 64 5455 65 5556 66 5657 67 5758 69 5859 73 5960 78 6061 80 6162 82 6263 87 6364 89 6465 90 6566 91 6667 92 6768 92 6869 93 6970 95 7071 97 7172 3030
d9bce92614,9998 2 10096 5 10196 6
0d265e3a4c,1 6982 6986 19 7009 7 7019 51 7071 10 7098 6 7112 4 7144 23 7172 7 7253 5 7273 5 7374 3
b788ebfa2c,1 7575 7577 100 7680 98 7781 98 7883 97 7984 97 8085 97 8187 96 8289 95 8390 38 8439 46 8492 35 8543 43 8593 34 8646 41 8694 33 8751 37 8795 31 8857 32 8896 30 8963 27 8997 28 9066 25 9099 26 9168 24 9201 24 9272 21 9302 24 9375 19 9404 22 9479 16 9505 22 9584 1 9593 3 9606 22 9708 21 9809 20 9910 20 10012 18 10114 14
df52f7c7dd,1 8888 8890 100 8993 98 9096 96 9199 94 9301 93 9404 91 9507 89 9610 87 9713 85 9816 83 9919 81 10021 80 10123 79
9eb54c97be,1 3131 3133 100 3238 96 3341 94 3444 92 3547 90 3652 86 3756 83 3861 79 3963 78 4066 76 4168 75 4269 75 4371 74 4473 73 4575 72 4677 71 4779 70 4881 69 4983 68 5084 68 5186 67 5288 66 5391 64 5493 63 5595 62 5698 60 5803 56 5907 53 6009 52 6110 52 6212 51 6313 51 6414 51 6515 51 6616 51 6718 50 6819 50 6921 49 7023 48 7124 48 7226 47 7327 47 7429 46 7530 46 7632 45 7733 45 7834 45 7936 44 8038 43 8140 42 8242 41 8352 32 8456 29 8559 27 8661 26 8763 25 8864 25 8966 24 9068 23 9170 22 9272 21 9375 19 9480 15 9584 12 9688 9 9791 7 9893 6 9995 5 10097 4 10200 2
5da5ddb2e2,1 68 102 69 203 69 304 69 405 70 506 70 607 71 708 72 809 73 910 75 1011 77 1112 80 1213 82 1314 86 1415 88 1516 91 1617 92 1718 94 1819 95 1920 96 2021 97 2122 97 2223 97 2324 98 2425 98 2526 98 2627 97 2728 97 2829 97 2930 97 3031 97 3132 97 3233 97 3334 97 3435 97 3536 97 3637 97 3738 96 3839 95 3940 94 4041 93 4142 93 4243 92 4344 92 4445 92 4546 92 4647 92 4748 92 4849 92 4950 92 5051 92 5152 92 5253 92 5354 92 5455 91 5556 91 5657 90 5758 90 5859 89 5960 89 6061 89 6162 89 6263 89 6364 90 6465 91 6566 92 6667 93 6768 94 6869 94 6970 94 7071 94 7172 94 7273 94 7374 95 7475 96 7576 97 7677 98 7778 98 7879 99 7980 99 8081 99 8182 98 8283 97 8384 95 8485 94 8586 94 8687 93 8788 94 8889 94 8990 95 9091 95 9192 94 9293 93 9394 90 9495 86 9596 83 9697 81 9798 77 9899 75 10000 73 10101 71
93ae9f8df9,
95dc8f147e,
f76af6728e,1 4040 4043 99 4147 96 4249 95 4351 94 4452 94 4553 94 4654 94 4755 94 4856 94 4958 93 5059 93 5160 93 5261 93 5362 93 5463 93 5563 94 5664 94 5765 94 5866 94 5967 94 6068 94 6169 94 6270 94 6372 93 6473 93 6574 93 6676 92 6777 92 6878 92 6980 91 7081 91 7182 91 7283 91 7384 91 7484 92 7585 92 7686 92 7787 92 7888 92 7989 92 8090 92 8191 92 8292 92 8393 92 8494 92 8595 92 8696 92 8796 93 8897 93 8997 94 9098 94 9199 94 9299 95 9399 96 9500 96 9600 97 9700 98 9801 98 9902 98 10003 98 10104 98
7b8bada98a,
b46364e795,1 9493 9495 98 9596 91 9697 90 9798 90 9899 89 10000 89 10101 88
016ec66cd4,
9782b39532,
13723d4e2a,66 36 166 37 267 37 367 38 467 39 568 39 669 39 770 39 871 39 972 39 1073 39 1174 39 1274 40 1375 40 1476 40 1576 41 1677 41 1778 41 1878 42 1979 42 2080 42 2181 42 2282 42 2383 42 2484 42 2585 42 2687 41 2788 41 2889 41 2990 41 3090 42 3191 42 3292 42 3393 42 3494 42 3596 41 3698 40 3800 39 3901 39 4004 37 4106 36 4209 34 4312 32 4415 30 4519 27 4622 25 4725 23 4830 19 4933 17 5037 14 5142 7
0860568fe5,1 45 102 45 203 45 304 46 405 46 506 46 607 47 708 47 809 47 910 48 1011 48 1112 48 1213 48 1314 48 1415 48 1516 48 1617 48 1718 48 1819 47 1920 47 2021 46 2122 46 2223 45 2324 45 2425 44 2526 44 2627 43 2728 42 2829 41 2930 41 3031 40 3132 40 3233 40 3334 40 3435 40 3536 41 3637 41 3738 42 3839 42 3940 43 4041 44 4142 45 4243 45 4344 46 4445 47 4546 47 4647 48 4748 49 4849 49 4950 50 5051 50 5152 51 5253 51 5354 52 5455 52 5556 53 5657 53 5758 53 5859 53 5960 53 6061 52 6162 52 6263 51 6364 51 6465 50 6566 50 6667 49 6768 49 6869 48 6970 48 7071 47 7172 45 7273 44 7374 43 7475 42 7576 41 7677 40 7778 39 7879 38 7980 36 8081 35 8182 34 8283 33 8384 33 8485 32 8586 32 8687 31 8788 31 8889 30 8990 30 9091 30 9192 30 9293 29 9394 29 9495 28 9596 28 9697 27 9798 27 9899 27 10000 27 10101 27
4e5eaec9e7,
a676b46c7e,9249 17 9345 38 9440 55 9536 60 9633 64 9731 67 9832 67 9932 68 10033 68 10135 67
04f48c4646,1 2020 2022 100 2124 99 2224 504 2729 100 2831 99 2932 99 3033 99 3134 99 3234 1110 4346 99 4448 98 4550 97 4652 96 4754 95 4855 95 4957 94 5060 92 5162 91 5264 90 5365 90 5466 90 5568 89 5669 89 5771 88 5873 87 5975 86 6077 85 6180 83 6282 82 6384 81 6487 79 6590 77 6693 75 6796 73 6898 72 7000 71 7102 70 7204 69 7306 68 7408 67 7510 66 7613 64 7715 63 7819 60 7922 58 8025 56 8127 55 8230 53 8332 52 8435 50 8538 48 8640 47 8741 47 8842 47 8943 47 9043 48 9143 49 9242 51 9342 52 9442 53 9542 54 9643 54 9743 55 9844 55 9945 55 10046 55 10148 54
0416ba85bb,1 48 102 48 203 46 304 45 405 43 506 41 607 39 708 38 809 36 910 35 1011 34 1112 34 1213 33 1314 33 1415 32 1516 32 1617 32 1718 31 1819 31 1920 30 2021 30 2122 29 2223 29 2324 28 2425 28 2526 28 2627 28 2728 27 2829 27 2930 27 3031 27 3132 27 3233 28 3334 28 3435 28 3536 28 3637 29 3738 29 3839 30 3940 32 4041 33 4142 34 4243 36 4344 39 4445 40 4546 42 4647 43 4748 44 4850 44 4951 45 5053 45 5155 45 5257 45 5358 47 5460 49 5561 52 5662 54 5763 56 5864 58 5965 59 6061 1 6066 60 6162 1 6167 61 6263 3 6267 64 6364 69 6465 71 6566 72 6667 73 6768 75 6869 77 6970 80 7071 81 7172 82 7273 83 7374 85 7475 86 7576 87 7677 87 7778 88 7879 89 7980 89 8081 90 8182 91 8283 91 8384 91 8485 92 8586 92 8687 92 8788 92 8889 92 8990 92 9091 92 9192 92 9293 91 9394 91 9495 90 9596 90 9697 90 9798 90 9899 89 10000 89 10101 89
be9f7dc881,
f06e589dca,3736 2 3835 4 3934 6 4033 8 4133 9 4233 10 4332 12 4432 13 4532 14 4630 17 4729 19 4828 21 4928 22 5028 23 5128 24 5228 25 5329 25 5429 26 5529 27 5630 27 5730 28 5830 29 5929 31 6029 32 6129 33 6229 34 6329 35 6430 35 6531 35 6632 35 6733 35 6834 35 6934 36 7035 36 7136 36 7236 37 7337 37 7438 37 7538 38 7639 38 7740 38 7841 38 7942 38 8044 37 8146 36 8248 35 8350 34 8453 32 8556 30 8659 28 8762 26 8865 24 8969 21 9072 19 9175 17 9279 14 9386 2
41edd70f4f,1 59 102 60 203 61 304 62 405 63 506 64 607 65 708 65 809 66 910 66 1011 67 1112 67 1213 67 1314 67 1415 67 1516 67 1617 67 1718 66 1819 66 1920 65 2021 65 2122 65 2223 64 2324 64 2425 64 2526 63 2627 63 2728 63 2829 63 2930 63 3031 63 3132 63 3233 63 3334 62 3435 62 3536 62 3637 62 3738 62 3839 62 3940 62 4041 62 4142 61 4243 61 4344 61 4445 61 4546 61 4647 61 4748 61 4849 61 4950 61 5051 60 5152 60 5253 60 5354 59 5455 59 5556 59 5657 59 5758 59 5859 58 5960 58 6061 58 6162 58 6263 58 6364 58 6465 58 6566 58 6667 58 6768 58 6869 58 6970 58 7071 57 7172 57 7273 57 7374 57 7475 57 7576 57 7677 57 7778 56 7879 56 7980 56 8081 56 8182 55 8283 55 8384 55 8485 55 8586 54 8687 54 8788 54 8889 54 8990 53 9091 53 9192 53 9293 52 9394 52 9495 52 9596 51 9697 51 9798 51 9899 51 10000 51 10101 51
640c22038a,82 20 183 20 284 20 386 19 487 19 588 19 690 18 792 17 894 16 996 15 1097 15 1199 14 1301 13 1402 13 1504 12 1606 11 1708 10 1810 9 1912 8 2014 7 2116 6 2218 5 2322 2
0b293581b5,40 62 141 62 242 62 343 62 444 62 545 62 645 63 746 63 846 64 947 64 1048 64 1149 61 1250 58 1353 54 1457 49 1567 38 1671 33 1774 28 1877 22 1983 12
15d731142e,1 68 102 68 203 67 304 67 405 67 506 66 607 66 708 65 809 65 910 65 1011 64 1112 63 1213 63 1314 62 1415 62 1516 61 1617 61 1718 60 1819 59 1920 59 2021 58 2122 57 2223 57 2324 57 2425 56 2526 55 2627 55 2728 54 2829 54 2930 53 3031 53 3132 52 3233 52 3334 51 3435 51 3536 50 3637 50 3738 49 3839 49 3940 49 4041 49 4142 49 4243 48 4344 48 4445 48 4546 47 4647 47 4748 46 4849 46 4950 45 5051 44 5152 44 5253 43 5354 42 5455 41 5556 40 5657 38 5758 36 5859 33 5960 31 6061 30 6162 28 6263 26 6364 24 6465 23 6566 21 6667 20 6768 19 6869 18 6970 18 7071 17 7172 17 7273 16 7374 16 7475 15 7576 14 7677 14 7778 13 7879 12 7980 11 8081 10 8182 9 8283 8 8384 7 8485 7 8586 6 8687 5 8788 4 8889 3 8990 2
ac5cd0c053,7170 2 7269 4 7370 4 7470 5 7570 6 7670 7 7771 7 7871 8 7971 9 8071 10 8171 11 8272 11 8372 12 8472 13 8573 13 8673 14 8774 14 8874 15 8974 16 9075 16 9175 17 9276 17 9377 17 9477 18 9578 18 9679 18 9780 18 9880 19 9981 19 10081 20 10182 20
1559e04eec,1 8383 8386 76 8508 3 8519 41 8627 11 8646 14 8735 3 8750 11 8858 4
f2cafb648c,
9e46a3352e,
099b96c480,1 41 102 37 203 31 304 26 405 21 506 11 8278 5 8375 9 8473 12 8570 16 8667 20 8765 23 8861 28 8958 32 9055 36 9152 40 9245 48 9342 52 9438 57 9536 60 9632 65 9728 70 9824 75 9920 80 10015 86 10112 90
a346964cc6,
2a9805a861,
2049282c72,1 27 102 27 203 28 304 28 405 28 506 29 607 29 708 29 809 29 910 29 1011 29 1112 30 1213 30 1314 30 1415 30 1516 31 1617 31 1718 32 1819 33 1920 33 2021 34 2122 35 2223 36 2324 37 2425 38 2526 38 2627 39 2728 40 2829 41 2930 41 3031 41 3132 42 3233 43 3334 43 3435 45 3536 46 3637 46 3738 47 3839 47 3940 47 4041 47 4142 48 4243 48 4344 48 4445 48 4546 49 4647 49 4748 51 4849 52 4950 53 5051 54 5152 55 5253 56 5354 57 5455 58 5556 60 5657 62 5758 63 5859 64 5960 65 6061 65 6162 66 6263 66 6364 67 6465 67 6566 67 6667 68 6768 68 6869 68 6970 67 7071 67 7172 67 7273 67 7374 67 7475 66 7576 66 7677 65 7778 64 7879 63 7980 63 8081 62 8182 61 8283 60 8384 59 8485 58 8586 57 8687 56 8788 55 8889 55 8990 54 9091 54 9192 53 9293 53 9394 53 9495 53 9596 53 9697 53 9798 53 9899 53 10000 53 10101 53
d43f845db5,69 33 170 33 271 33 372 33 473 33 574 33 675 33 775 34 876 34 977 34 1078 34 1180 33 1281 33 1383 32 1484 32 1586 31 1689 29 1791 28 1893 27 1994 27 2096 26 2197 26 2298 26 2399 26 2499 27 2600 27 2700 28 2800 29 2901 29 3002 29 3103 29 3204 29 3305 29 3407 28 3508 28 3609 28 3710 28 3811 28 3913 27 4014 27 4115 27 4216 27 4317 27 4418 27 4519 27 4619 28 4720 28 4820 29 4921 29 5022 29 5123 29 5223 30 5324 30 5425 30 5527 29 5628 29 5729 29 5830 29 5931 29 6033 28 6134 28 6235 28 6337 27 6438 27 6540 26 6641 26 6742 26 6844 25 6945 25 7046 25 7146 26 7247 26 7348 26 7449 26 7551 25 7653 24 7755 23 7856 23 7958 22 8060 21 8162 20 8263 20 8364 20 8464 21 8565 21 8667 20 8768 20 8870 19 8971 19 9072 19 9173 19 9274 19 9375 19 9476 19 9576 20 9677 20 9777 21 9878 21 9979 21 10080 21 10180 22
60d7d451e2,
a69839ffc6,
4d468ea464,97 5 196 7 295 9 394 11 493 13 589 18 684 24 782 27 879 31 975 36 1069 43 1166 47 1263 51 1359 56 1453 63 1550 67 1648 70 1732 7 1743 76 1826 8376
c55f5b7931,
